x, y
-1.2337, 1663.21332
-1.23478, 1597.99592
-1.23478, 1532.77853
-1.23478, 1467.56114
-1.23587, 1402.34375
-1.23587, 1337.12636
-1.23696, 1271.90897
-1.23696, 1206.69158
-1.23696, 1141.47418
-1.23804, 1076.25679
-1.23804, 1011.0394
-1.23804, 945.82201
-1.23804, 880.60462
-1.23913, 815.38723
-1.23913, 750.16984
-1.23913, 684.95245
-1.24022, 619.73505
-1.24022, 554.51766
-1.24022, 489.30027
-1.24022, 424.08288
-1.2413, 358.86549
-1.2413, 293.6481
-1.2413, 228.43071
-1.24239, 163.21332
-1.24239, 97.99592
-1.24348, 32.77853
-1.24348, -32.43886
-1.24457, -97.65625
-1.24457, -162.87364
-1.24457, -228.09103
-1.24565, -293.30842
-1.25217, -347.65625
-1.2587, -315.04755
-1.2587, -249.83016
-1.2587, -184.61277
-1.2587, -119.39538
-1.2587, -54.17799
-1.2587, 11.0394
-1.2587, 76.25679
-1.25978, 141.47418
-1.25978, 206.69158
-1.25978, 271.90897
-1.25978, 337.12636
-1.25978, 402.34375
-1.25978, 467.56114
-1.25978, 532.77853
-1.25978, 597.99592
-1.26087, 663.21332
-1.26087, 728.43071
-1.26087, 793.6481
-1.26087, 858.86549
-1.26087, 924.08288
-1.26087, 989.30027
-1.26087, 1054.51766
-1.26196, 1119.73505
-1.26196, 1184.95245
-1.26196, 1250.16984
-1.26196, 1315.38723
-1.26304, 1380.60462
-1.26304, 1445.82201
-1.26413, 1511.0394
-1.26522, 1576.25679
-1.26739, 1641.47418
-1.27391, 1695.82201
-1.28043, 1674.08288
-1.28261, 1608.86549
-1.28804, 1543.6481
-1.29239, 1608.86549
-1.29565, 1674.08288
-1.30217, 1739.30027
-1.30652, 1804.51766
-1.3087, 1869.73505
-1.30978, 1934.95245
-1.31196, 2000.16984
-1.31413, 2065.38723
-1.32065, 2108.86549
-1.32717, 2174.08288
-1.3337, 2217.56114
-1.33587, 2152.34375
-1.33696, 2087.12636
-1.33804, 2021.90897
-1.33913, 1956.69158
-1.34022, 1891.47418
-1.3413, 1826.25679
-1.34239, 1761.0394
-1.34239, 1695.82201
-1.34348, 1630.60462
-1.34348, 1565.38723
-1.34457, 1500.16984
-1.34457, 1434.95245
-1.34457, 1369.73505
-1.34565, 1304.51766
-1.34565, 1239.30027
-1.34674, 1174.08288
-1.34674, 1108.86549
-1.34674, 1043.6481
-1.34783, 978.43071
-1.34891, 913.21332
-1.34891, 847.99592
-1.34891, 782.77853
-1.35, 717.56114
-1.35, 652.34375
-1.35, 587.12636
-1.35109, 521.90897
-1.35109, 456.69158
-1.35109, 391.47418
-1.35217, 326.25679
-1.35217, 261.0394
-1.35217, 195.82201
-1.35326, 130.60462
-1.35326, 65.38723
-1.35326, 0.16984
-1.35435, -65.04755
-1.35435, -130.26495
-1.35435, -195.48234
-1.35435, -260.69973
-1.35543, -325.91712
-0.64783, 2565.38723
-0.59565, 2108.86549
-0.48478, 1097.99592
-0.49348, 1206.69158
-0.47826, 1424.08288
-0.4663, 1250.16984
-0.44457, 793.6481
-0.43804, 1217.56114
-0.42174, 1174.08288
-0.40217, 1174.08288
-0.38804, 739.30027
-0.38587, 1065.38723
-0.37717, 1141.47418
-0.34239, 1174.08288
-0.32935, 1000.16984
-0.29239, 1011.0394
-0.25761, 1282.77853
-0.26739, 1347.99592
-0.25217, 1674.08288
-0.22717, 1489.30027
-0.21522, 1858.86549
-0.18152, 1217.56114
-0.15, 1108.86549
-0.13696, 956.69158
-0.09457, 1750.16984
-0.09348, 1771.90897
-0.06196, 1891.47418
-0.07283, 1956.69158
-0.03043, 1761.0394
-0.03913, 1847.99592
-0.03804, 1913.21332
-0.01087, 1239.30027
0.02065, 1239.30027
0.00978, 1174.08288
-0.00543, 1413.21332
0, 1478.43071
0.01413, 1369.73505
0.03696, 1761.0394
0.15, 1250.16984
0.16304, 1011.0394
0.10652, 1924.08288
0.15543, 1445.82201
0.12826, 1402.34375
0.05, 1630.60462
0.03152, 1434.95245
-0.11304, 1141.47418
-0.11739, 1108.86549
-0.14348, 1206.69158
-0.15217, 1434.95245
-0.19783, 1500.16984
-0.37174, 1011.0394
-0.48804, 1076.25679
-0.51087, 880.60462
-0.50435, 880.60462
-0.99457, 2565.38723
-1.13478, -358.52582
